Title,Author,Rating,Genres
"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,real,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Audiobook']"
The Three Musketeers,Alexandre Dumas,4.09,"['Fiction', 'Historical Fiction', 'Classics', 'Adventure', 'France', 'Literature', 'Historical']"
"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.18,"['Young Adult', 'Romance', 'Fiction', 'Magic', 'Young Adult Fantasy', 'High Fantasy', 'Audiobook']"
"Eat, Pray, Love",Elizabeth Gilbert,3.63,"['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Romance', 'Chick Lit', 'Spirituality']"
The Lorax,Dr. Seuss,4.35,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Environment']"
Goodnight Moon,Margaret Wise Brown,4.31,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Kids', 'Animals']"
"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,4.25,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']"
The Haunting of Hill House,Shirley Jackson,3.82,"['Horror', 'Fiction', 'Gothic', 'Mystery', 'Paranormal', 'Classics', 'Audiobook']"
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.65,"['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Fiction', 'Romantasy', 'Fae']"
A Midsummer Night’s Dream,William Shakespeare,3.94,"['Plays', 'Fiction', 'Fantasy', 'School', 'Romance', 'Poetry', 'Literature']"
"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,4.49,"['Young Adult', 'Fiction', 'Fantasy', 'Dystopia', 'Science Fiction', 'Romance', 'Adventure']"
"Frostbite (Vampire Academy, #2)",Richelle Mead,4.25,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance']"
"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,4.20,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Thriller', 'Detective']"
Bridge to Terabithia,Katherine Paterson,4.05,[]
Heart of Darkness,Joseph Conrad,3.43,"['Fiction', 'Classics', 'Literature', 'Historical Fiction', 'Africa', 'School', 'Novels']"
Tess of the D’Urbervilles,Thomas Hardy,3.83,"['Fiction', 'Classics', 'Literature', 'Historical Fiction', '19th Century', 'Victorian', 'Novels']"
The Prophet,Kahlil Gibran,4.23,"['Poetry', 'Classics', 'Philosophy', 'Fiction', 'Spirituality', 'Religion', 'Literature']"
"The Selection (The Selection, #1)",Kiera Cass,4.08,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction']"
The Night Circus,Erin Morgenstern,4.01,"['Fantasy', 'Fiction', 'Romance', 'Historical Fiction', 'Magic', 'Young Adult', 'Audiobook']"
"Blood Promise (Vampire Academy, #4)",Richelle Mead,4.30,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance']"
The Call of the Wild,Jack London,3.91,"['Fiction', 'Classics', 'Adventure', 'Young Adult', 'Animals', 'Historical Fiction', 'Literature']"
"The Good Earth (House of Earth, #1)",Pearl S. Buck,4.01,"['Fiction', 'Historical Fiction', 'China', 'Classics', 'Literature', 'Historical', 'Asia']"
Alice in Wonderland,Jane Carruth,4.03,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Literature']"
"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.25,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Classics', 'Mystery Thriller']"
The Joy Luck Club,Amy Tan,3.97,"['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Historical', 'Adult Fiction']"
The Phantom Tollbooth,Norton Juster,4.20,"['Fantasy', 'Fiction', 'Classics', 'Childrens', 'Young Adult', 'Middle Grade', 'Adventure']"
The Diary of a Young Girl,Anne Frank,4.19,"['Nonfiction', 'Biography', 'Memoir', 'Classics', 'Historical', 'Holocaust', 'Autobiography']"
Gone Girl,Gillian Flynn,4.14,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Contemporary']"
"Oh, the Places You’ll Go!",Dr. Seuss,4.37,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult']"
The Neverending Story,Michael Ende,4.18,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'German Literature']"
Madame Bovary,Gustave Flaubert,3.70,"['Fiction', 'Classics', 'France', 'Literature', 'French Literature', 'Romance', '19th Century']"
"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,4.13,"['Fantasy', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Classics', 'Historical']"
Oliver Twist,Charles Dickens,3.88,[]
Treasure Island,Robert Louis Stevenson,3.85,"['Fiction', 'Adventure', 'Historical Fiction', 'Young Adult', 'Childrens', 'Pirates', 'Fantasy']"
Jonathan Livingston Seagull,Richard Bach,3.86,"['Fiction', 'Classics', 'Philosophy', 'Fantasy', 'Spirituality', 'Inspirational', 'Self Help']"
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.41,"['Fiction', 'Historical Fiction', 'LGBT', 'Contemporary', 'Audiobook', 'Queer', 'Historical']"
Ulysses,James Joyce,3.76,"['Fiction', 'Literature', 'Classics', 'Ireland', 'Novels', 'Irish Literature', '20th Century']"
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adult']"
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.66,"['Fiction', 'Erotica', 'BDSM', 'Adult', 'Contemporary', 'Contemporary Romance', 'Chick Lit']"
The Boy in the Striped Pajamas,John Boyne,4.16,"['Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Holocaust', 'War', 'World War II']"
"Jurassic Park (Jurassic Park, #1)",Michael Crichton,4.11,"['Science Fiction', 'Fiction', 'Thriller', 'Fantasy', 'Horror', 'Adventure', 'Classics']"
"Beloved (Beloved Trilogy, #1)",Toni Morrison,3.96,"['Fiction', 'Classics', 'Historical Fiction', 'Magical Realism', 'Historical', 'Literature', 'School']"
Misery,Stephen        King,4.23,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Adult']"
"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,4.10,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Classics', 'Adventure', 'Prehistoric']"
A Farewell to Arms,Ernest Hemingway,3.82,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Literature', 'Novels', 'Romance']"
"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.30,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']"
David Copperfield,Charles Dickens,4.04,"['Fiction', 'Literature', 'Historical Fiction', 'Audiobook', '19th Century', 'Novels', 'Victorian']"
The Canterbury Tales,Geoffrey Chaucer,3.52,"['Classics', 'Fiction', 'Poetry', 'Literature', 'School', 'Short Stories', 'Historical Fiction']"
A Little Princess,Frances Hodgson Burnett,4.22,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical']"
The World According to Garp,John Irving,4.10,"['Fiction', 'Classics', 'Literature', 'Contemporary', 'Novels', 'Literary Fiction', 'Humor']"
Thirteen Reasons Why,Jay Asher,3.84,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mystery', 'Mental Health', 'Teen']"
The Chain Between Worlds (The Lost Artefacts #1),Johnathon Nicolaou,4.45,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fiction', 'Young Adult Fantasy', 'Science Fiction', 'Novels']"
His Dark Materials (His Dark Materials #1-3),Philip Pullman,4.29,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Science Fiction Fantasy', 'Science Fiction', 'Classics']"
The Green Mile,Stephen        King,4.48,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Classics', 'Crime']"
"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.13,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Retellings', 'Fiction', 'Dystopia']"
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,3.54,"['Fantasy', 'Fiction', 'Adult', 'Retellings', 'Witches', 'Science Fiction Fantasy', 'Adult Fiction']"
"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.42,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Urban Fantasy']"
"Shōgun (Asian Saga, #1)",James Clavell,4.41,"['Historical Fiction', 'Fiction', 'Japan', 'Historical', 'Classics', 'Adventure', 'Audiobook']"
Schindler’s List,Thomas Keneally,4.34,"['History', 'Nonfiction', 'Holocaust', 'War', 'Historical', 'World War II', 'Biography']"
The Velveteen Rabbit,Margery Williams Bianco,4.31,"['Classics', 'Childrens', 'Fiction', 'Picture Books', 'Fantasy', 'Animals', 'Young Adult']"
The Silmarillion,J.R.R. Tolkien,4.02,"['Fantasy', 'Fiction', 'Classics', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Mythology']"
The Iliad / The Odyssey,Homer,4.06,"['Classics', 'Fiction', 'Poetry', 'Mythology', 'Fantasy', 'Literature', 'Historical Fiction']"
The Trial,Franz Kafka,3.95,"['Fiction', 'Philosophy', 'Literature', 'German Literature', 'Novels', 'Dystopia', '20th Century']"
Extremely Loud & Incredibly Close,Jonathan Safran Foer,3.97,"['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult', 'Adult Fiction']"
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,4.29,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Magic', 'Classics', 'Childrens']"
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,4.08,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Adult', 'British Literature', 'Historical Romance']"
"Fallen (Fallen, #1)",Lauren Kate,3.72,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Angels', 'Paranormal Romance', 'Fiction']"
Man’s Search for Meaning,Viktor E. Frankl,4.37,"['Nonfiction', 'Psychology', 'Philosophy', 'Self Help', 'Memoir', 'Biography', 'Audiobook']"
The Sun Also Rises,Ernest Hemingway,3.79,"['Classics', 'Fiction', 'Literature', 'Novels', 'Historical Fiction', 'American', 'Spain']"
"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,4.37,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance']"
A Confederacy of Dunces,John Kennedy Toole,3.89,"['Fiction', 'Humor', 'Literature', 'Comedy', 'Novels', 'Classics', 'American']"
The Zombie Room,R.D. Ronald,3.80,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'Drama', 'Novels', 'Suspense']"
The Secret Magdalene,Ki Longfellow,4.15,"['Historical Fiction', 'Fiction', 'Religion', 'Historical', 'Spirituality', 'Literature', 'Novels']"
The Crucible,Arthur Miller,3.60,"['Classics', 'Plays', 'Fiction', 'Historical Fiction', 'School', 'Read For School', 'Historical']"
Cat’s Cradle,Kurt Vonnegut Jr.,4.15,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia']"
The Phantom of the Opera,Gaston Leroux,3.96,"['Classics', 'Fiction', 'Horror', 'Romance', 'Gothic', 'Mystery', 'Historical Fiction']"
The Screwtape Letters,C.S. Lewis,4.27,"['Fiction', 'Christian', 'Classics', 'Religion', 'Christianity', 'Fantasy', 'Theology']"
The Elephant Tree,R.D. Ronald,3.76,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Drama', 'Novels', 'Contemporary']"
A Light in the Attic,Shel Silverstein,4.36,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books']"
The Wind in the Willows,Kenneth Grahame,4.02,"['Classics', 'Fiction', 'Childrens', 'Fantasy', 'Animals', 'Young Adult', 'Middle Grade']"
"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.07,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']"
"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.10,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']"
"Spirit Bound (Vampire Academy, #5)",Richelle Mead,4.32,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance']"
Blindness,José Saramago,4.17,"['Fiction', 'Dystopia', 'Classics', 'Science Fiction', 'Novels', 'Literature', 'Portugal']"
The God of Small Things,Arundhati Roy,3.96,"['Fiction', 'India', 'Historical Fiction', 'Classics', 'Contemporary', 'Literary Fiction', 'Indian Literature']"
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.47,"['Nonfiction', 'Biography', 'History', 'Christian', 'Memoir', 'Classics', 'Holocaust']"
"Ella Enchanted (Ella Enchanted, #1)",Gail Carson Levine,4.01,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Romance', 'Childrens', 'Fairy Tales']"
"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.42,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adult', 'Audiobook']"
"The Lord of the Rings (Middle Earth, #2-4)",J.R.R. Tolkien,4.53,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy']"
Girl with a Pearl Earring,Tracy Chevalier,3.93,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Art', 'Romance', 'Adult']"
"Uglies (Uglies, #1)",Scott Westerfeld,3.85,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Teen']"
The Wind-Up Bird Chronicle,Haruki Murakami,4.15,"['Fiction', 'Magical Realism', 'Fantasy', 'Japanese Literature', 'Novels', 'Literature', 'Literary Fiction']"
"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.59,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Young Adult Fantasy', 'LGBT', 'Magic']"
Marley and Me: Life and Love With the World’s Worst Dog,John Grogan,4.14,"['Nonfiction', 'Animals', 'Memoir', 'Biography', 'Dogs', 'Humor', 'Biography Memoir']"
The House of the Spirits,Isabel Allende,4.28,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Fantasy', 'Spanish Literature', 'Historical', 'Novels']"
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.19,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'World War II', 'Audiobook', 'Book Club']"
Norwegian Wood,Haruki Murakami,real,"['Fiction', 'Romance', 'Japan', 'Japanese Literature', 'Classics', 'Novels', 'Literary Fiction']"
She’s Come Undone,Wally Lamb,3.91,"['Fiction', 'Contemporary', 'Chick Lit', 'Coming Of Age', 'Adult Fiction', 'Novels', 'Adult']"
"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,3.76,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Werewolves', 'Fiction', 'Paranormal Romance']"
Speak,Laurie Halse Anderson,4.05,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Coming Of Age', 'Teen']"
"Marked (House of Night, #1)",P.C. Cast,3.81,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']"
"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.66,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Adult', 'Science Fiction Fantasy']"
Fear and Loathing in Las Vegas,Hunter S. Thompson,4.07,"['Fiction', 'Classics', 'Humor', 'Journalism', 'Novels', 'Literature', 'American']"
The Sound and the Fury,William Faulkner,3.86,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'Southern Gothic', '20th Century']"
The Shack: Where Tragedy Confronts Eternity,William Paul Young,3.83,"['Fiction', 'Christian', 'Christian Fiction', 'Spirituality', 'Faith', 'Religion', 'Inspirational']"
The Complete Calvin and Hobbes,Bill Watterson,4.81,"['Humor', 'Graphic Novels', 'Fiction', 'Comics', 'Classics', 'Comedy', 'Graphic Novels Comics']"
For Whom the Bell Tolls,Ernest Hemingway,3.98,"['Classics', 'Historical Fiction', 'Literature', 'War', 'Novels', 'American', 'Spain']"
Kafka on the Shore,Haruki Murakami,4.13,"['Fiction', 'Magical Realism', 'Fantasy', 'Japanese Literature', 'Novels', 'Literature', 'Classics']"
Island of the Blue Dolphins,Scott O'Dell,3.87,"['Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'School']"
Paper Towns,John Green,3.71,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Mystery', 'Realistic Fiction', 'Coming Of Age']"
Roots: The Saga of an American Family,Alex Haley,4.44,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'African American', 'Africa', 'Race']"
Stranger in a Strange Land,Robert A. Heinlein,3.92,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Novels']"
The Complete Sherlock Holmes,Arthur Conan Doyle,4.50,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Short Stories', 'Audiobook', 'Detective']"
Othello,William Shakespeare,3.89,"['Classics', 'Plays', 'Fiction', 'School', 'Theatre', 'Literature', 'Read For School']"
Invisible Man,Ralph Ellison,3.91,"['Fiction', 'Classics', 'Literature', 'Historical Fiction', 'Race', 'African American', 'Novels']"
The Idiot,Fyodor Dostoevsky,4.21,"['Fiction', 'Russia', 'Russian Literature', 'Literature', 'Classics', 'Philosophy', 'Novels']"
Into the Wild,Jon Krakauer,4.01,"['Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School']"
"Inkheart (Inkworld, #1)",Cornelia Funke,3.92,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure', 'Magic']"
"Neverwhere (London Below, #1)",Neil Gaiman,4.17,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Horror', 'Science Fiction']"
"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,4.24,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']"
"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,4.10,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Gothic']"
King Lear,William Shakespeare,3.91,"['Plays', 'Fiction', 'Classics', 'School', 'Theatre', 'Literature', 'Poetry']"
"Delirium (Delirium, #1)",Lauren Oliver,3.95,"['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Teen']"
The Things They Carried,Tim O'Brien,4.14,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Short Stories', 'School', 'Historical']"
White Oleander,Janet Fitch,real,"['Fiction', 'Coming Of Age', 'Contemporary', 'Literary Fiction', 'Drama', 'Adult Fiction', 'Chick Lit']"
Uncle Tom’s Cabin,Harriet Beecher Stowe,3.91,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'American']"
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,real,"['New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'College', 'Fiction', 'Chick Lit']"
Never Let Me Go,Kazuo Ishiguro,3.85,"['Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction', 'Romance', 'Classics']"
"Wonder (Wonder, #1)",R.J. Palacio,4.37,"['Young Adult', 'Fiction', 'Middle Grade', 'Contemporary', 'Realistic Fiction', 'Childrens', 'School']"
Blood River: A Journey to Africa’s Broken Heart,Tim Butcher,3.98,"['Travel', 'Nonfiction', 'Africa', 'History', 'Adventure', 'Memoir', 'Biography']"
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,3.85,"['Dystopia', 'Young Adult', 'Fiction', 'Science Fiction', 'Paranormal', 'Audiobook', 'Young Adult Fantasy']"
Different Seasons,Stephen        King,4.35,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Mystery', 'Fantasy', 'Drama']"
"Foundation (Foundation, #1)",Isaac Asimov,4.17,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Space Opera']"
Midnight Sun [2008 Draft],Stephenie Meyer,4.01,"['Young Adult', 'Fantasy', 'Vampires', 'Romance', 'Paranormal', 'Fiction', 'Paranormal Romance']"
The Once and Future King,T.H. White,4.07,"['Fantasy', 'Classics', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Young Adult']"
"Ready Player One (Ready Player One, #1)",Ernest Cline,4.23,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Audiobook', 'Adventure']"
"All Creatures Great and Small (All Creatures Great and Small, #1-2)",James Herriot,4.35,"['Nonfiction', 'Memoir', 'Animals', 'Classics', 'Biography', 'Audiobook', 'Biography Memoir']"
I Know This Much Is True,Wally Lamb,4.21,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Mental Health', 'Adult Fiction', 'Psychology']"
The Historian,Elizabeth Kostova,3.80,"['Fiction', 'Historical Fiction', 'Fantasy', 'Horror', 'Vampires', 'Mystery', 'Historical']"
James and the Giant Peach,Roald Dahl,4.03,"['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure']"
